대여소번호,count
2532,2932
5314,2926
2383,2924
1200,2914
2269,2911
5086,2910
4883,2902
3902,2888
2354,2885
3920,2882
1427,2880
1951,2877
921,2869
3910,2860
4802,2832
2398,2827
945,2815
2350,2814
5852,2808
1816,2801
3555,2797
1847,2781
2334,2775
2347,2774
831,2759
3637,2756
3810,2755
3539,2755
4681,2749
616,2737
4623,2732
974,2729
1836,2721
1089,2710
4488,2690
1969,2684
1406,2676
812,2664
4239,2642
1062,2641
3616,2639
1842,2627
3524,2624
384,2621
1730,2619
1522,2614
2386,2611
3615,2609
4834,2608
4543,2607
4896,2603
3647,2602
1376,2602
3401,2598
4879,2593
1445,2585
992,2577
3111,2571
4608,2567
1377,2563
2609,2560
2808,2558
2371,2556
5313,2554
3649,2552
1453,2550
2130,2549
3624,2518
1866,2498
1392,2494
4021,2490
3923,2485
4613,2474
5309,2464
2304,2462
2510,2460
2078,2443
4801,2433
4772,2432
4637,2424
3429,2417
4319,2411
2092,2411
1283,2407
2807,2406
3428,2400
1039,2398
3970,2393
3431,2348
486,2345
4903,2344
5859,2329
3622,2327
3652,2326
2284,2322
2079,2304
1675,2295
443,2286
2093,2283
3564,2281
1007,2273
938,2270
3563,2268
2141,2268
2659,2264
1250,2257
4479,2241
2225,2234
2403,2234
4270,2233
4305,2217
3925,2212
212,2208
2352,2190
3915,2184
2064,2171
2040,2163
855,2163
4611,2161
2068,2156
1855,2151
4668,2147
3620,2146
1066,2116
2809,2115
1861,2112
5759,2081
5760,2078
3911,2073
1467,2073
4782,2069
4617,2066
200,2054
5765,2034
465,2028
3972,2022
3403,2016
4075,2016
429,1997
2425,1977
969,1955
4309,1950
854,1944
4273,1933
4686,1932
2248,1924
1082,1920
4177,1918
2136,1917
4911,1907
2061,1896
1852,1874
4323,1858
4777,1841
4760,1840
968,1830
2207,1805
523,1796
2392,1780
556,1776
2806,1768
2199,1762
3430,1738
381,1713
924,1710
2805,1708
4044,1705
1342,1703
1424,1701
3404,1694
1572,1692
4830,1678
4612,1665
4086,1650
4274,1649
3532,1641
1242,1631
4415,1627
484,1619
564,1613
4088,1610
3781,1608
4640,1608
3418,1602
4180,1597
4641,1579
937,1575
3922,1566
1052,1538
1352,1533
803,1532
4908,1509
2257,1505
4324,1499
3124,1482
4538,1475
2395,1436
2810,1434
5761,1429
5758,1428
4271,1425
3648,1415
4265,1414
4523,1407
5090,1406
1379,1393
4913,1388
901,1385
2289,1380
4861,1379
4909,1373
4687,1363
4542,1352
467,1346
991,1287
4310,1258
2816,1256
3610,1239
2541,1215
447,1208
4853,1191
2282,1183
4178,1179
1680,1177
2096,1175
1550,1165
2275,1164
5315,1150
5764,1145
4709,1117
2343,1117
9999,1113
2506,1098
462,1081
3306,1062
5318,1061
5317,1061
4240,1050
4363,1050
4915,1039
859,1013
2393,959
3003,940
865,930
4131,926
3878,905
4417,891
1412,885
2201,872
2813,871
4128,860
847,854
3924,824
2612,817
3971,812
3677,809
3819,772
4702,766
2536,754
4841,746
5308,731
4642,685
3820,620
2287,615
3720,613
5860,559
5763,466
4333,462
2288,443
6053,406
3538,405
2286,400
4916,387
4421,381
4092,356
3527,355
5861,338
4322,332
4335,329
4689,325
4245,324
4314,290
3701,281
5862,273
5319,262
3,232
4090,232
3927,223
4839,180
3891,167
9992,154
4093,143
9997,132
2391,117
4091,116
4919,115
99999,110
2110,107
9998,105
4917,98
9980,96
5094,91
5757,85
4918,83
5,81
4334,74
4132,68
3724,54
4337,52
3929,46
5766,34
3928,33
4336,30
3930,25
253,25
5320,21
88888,15
9985,13
11,11
3725,9
99998,8
2063,7
9979,6
9993,4
10,4
1014,3
5767,3
