대여소번호,count
1393,3480
1200,3473
2305,3469
4132,3465
127,3461
4425,3460
1756,3459
823,3456
1410,3449
2311,3442
3543,3437
928,3426
4583,3416
4643,3396
1316,3390
410,3387
2235,3380
352,3378
1477,3375
4271,3375
3910,3352
827,3328
1427,3325
1037,3323
1058,3320
3530,3319
4926,3316
978,3302
1675,3283
3114,3272
4766,3272
3922,3269
3672,3269
2249,3253
1858,3253
3616,3250
3111,3245
1820,3195
681,3192
2527,3187
1181,3178
2038,3174
1376,3159
4585,3151
3902,3147
4632,3146
1730,3143
2814,3124
5506,3119
4094,3116
5308,3112
4924,3110
3647,3098
2417,3091
934,3090
4881,3078
4266,3074
1392,3058
3652,3049
3923,3048
4473,3045
3117,3045
2533,3039
959,3039
4393,3033
4879,3033
2383,3013
5775,3011
1541,3011
4390,3002
3427,2990
2283,2987
4625,2978
4324,2974
1836,2966
4915,2950
4333,2948
2203,2947
4802,2945
384,2936
4327,2934
5099,2933
4177,2929
3107,2927
5763,2919
1842,2918
2318,2912
2510,2911
1424,2909
5852,2907
1071,2901
4180,2887
1062,2887
1816,2876
4319,2874
2347,2862
2804,2861
2165,2860
5504,2848
2334,2845
3649,2827
1971,2820
3531,2819
1847,2818
3426,2817
973,2797
3563,2777
4153,2772
4916,2771
1422,2757
2184,2740
3620,2736
4830,2736
451,2717
1039,2713
3804,2705
4021,2704
3637,2704
2808,2698
2141,2695
3524,2694
724,2677
3564,2675
992,2675
1006,2667
4546,2659
4602,2656
3431,2656
4304,2652
2350,2652
4516,2647
4919,2645
1066,2643
4896,2611
3924,2608
2226,2601
3622,2582
4538,2578
6053,2578
1377,2569
2094,2556
1352,2542
4909,2538
564,2529
2041,2526
921,2525
3126,2524
381,2519
5770,2513
5777,2507
966,2499
3503,2499
1866,2476
1026,2476
3806,2473
4479,2466
3915,2461
5097,2455
2807,2449
4323,2425
2519,2423
3970,2419
4690,2416
4488,2414
1969,2410
2609,2403
2352,2402
1342,2399
5871,2391
3972,2381
3401,2381
3933,2347
4421,2334
1445,2334
1082,2333
3810,2330
4584,2326
831,2298
4044,2297
4681,2287
3429,2287
297,2261
4608,2258
3428,2254
5320,2237
5098,2234
1467,2212
4668,2203
2659,2191
2248,2169
4305,2155
4883,2147
4777,2144
443,2144
1731,2142
938,2141
2079,2137
4617,2122
812,2115
486,2114
1089,2112
974,2108
2354,2106
3932,2106
3911,2103
1855,2089
1861,2086
2425,2062
3701,2060
4611,2055
1572,2032
2040,2027
4613,2013
1250,2009
2284,2008
1453,2005
1283,2003
3532,2002
1007,1987
3418,1984
1379,1964
4392,1961
2093,1955
4093,1928
523,1926
3539,1922
3404,1920
4772,1897
5773,1892
4623,1891
2092,1869
2392,1867
854,1866
200,1864
3430,1859
855,1821
429,1814
2130,1797
1242,1789
6055,1785
2806,1774
4240,1760
4760,1758
2257,1755
2805,1718
991,1713
2225,1712
945,1700
2207,1696
969,1696
3648,1693
924,1681
3781,1671
968,1671
4336,1648
4310,1637
1568,1625
465,1613
1550,1604
4929,1602
3307,1550
3610,1538
2809,1525
2078,1499
4925,1490
4415,1475
2068,1465
4178,1450
4928,1423
937,1404
2536,1401
2526,1371
4340,1338
2506,1332
4523,1331
2199,1307
2096,1295
556,1295
803,1295
3878,1250
4335,1232
2541,1212
1680,1205
2395,1191
4782,1188
2289,1187
1052,1183
2816,1154
4612,1146
4265,1132
484,1130
4709,1123
2275,1112
2810,1110
4363,1101
3011,1095
2298,1092
2393,1092
462,1088
5772,1067
5508,1061
5325,1052
2343,1017
2813,986
3003,980
865,968
4417,962
3971,936
2201,924
447,863
4337,853
859,853
5100,847
3403,816
4095,711
2064,694
1746,691
2061,661
2016,649
2612,639
4322,622
3677,555
1406,543
4930,483
2287,474
4338,441
2286,440
2288,417
3527,417
6171,406
5778,402
9980,379
4314,370
5328,332
4334,296
4239,281
3306,236
5507,220
3538,177
5327,175
2391,109
4309,104
4343,100
4845,35
11,17
4339,17
9979,3
